Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Month,Day,Hour
2019-08-18 00:00:00,169.9,164,150,158,25,59.66,8,18,0
2019-08-18 01:00:00,169.4,164,150,158,24,59.66,8,18,1
2019-08-18 02:00:00,169.1,164,152,163,24,59.66,8,18,2
2019-08-18 03:00:00,175.5,164,152,163,21,59.66,8,18,3
2019-08-18 04:00:00,178.4,164,154,168,22,59.6,8,18,4
2019-08-18 05:00:00,172.2,164,154,168,22,59.63,8,18,5
2019-08-18 06:00:00,168.9,164,152,163,20,59.66,8,18,6
2019-08-18 07:00:00,184.6,164,152,163,20,59.72,8,18,7
2019-08-18 08:00:00,193.2,170,154,153,25,59.75,8,18,8
2019-08-18 09:00:00,193.4,174,154,144,22,59.78,8,18,9
2019-08-18 10:00:00,196,176,154,140,22,59.78,8,18,10
2019-08-18 11:00:00,205.4,181,147,114,24,59.72,8,18,11
2019-08-18 12:00:00,202.8,180,144,110,24,59.72,8,18,12
2019-08-18 13:00:00,200.7,181,142,104,23,59.66,8,18,13
2019-08-18 14:00:00,200.4,182,138,95,28,59.6,8,18,14
2019-08-18 15:00:00,199.4,182,122,72,32,59.6,8,18,15
2019-08-18 16:00:00,194.7,180,138,101,31,59.57,8,18,16
2019-08-18 17:00:00,193.4,176,138,107,31,59.57,8,18,17
2019-08-18 18:00:00,192.3,174,138,111,27,59.6,8,18,18
2019-08-18 19:00:00,183.6,168,145,136,24,59.6,8,18,19
2019-08-18 20:00:00,180.3,168,146,140,22,59.66,8,18,20
2019-08-18 21:00:00,177.3,164,148,153,19,59.72,8,18,21
2019-08-18 22:00:00,185.6,164,148,153,17,59.72,8,18,22
2019-08-18 23:00:00,187.7,164,148,153,14,59.75,8,18,23
2019-08-19 00:00:00,171.5,164,146,148,17,59.75,8,19,0
2019-08-19 01:00:00,165.9,164,148,153,17,59.72,8,19,1
2019-08-19 02:00:00,165.1,164,146,148,15,59.72,8,19,2
2019-08-19 03:00:00,171.5,162,146,158,15,59.69,8,19,3
2019-08-19 04:00:00,173.8,162,150,168,12,59.66,8,19,4
2019-08-19 05:00:00,176.2,164,150,158,13,59.69,8,19,5
2019-08-19 06:00:00,181.3,164,150,158,14,59.72,8,19,6
2019-08-19 07:00:00,227.8,164,150,158,15,59.72,8,19,7
2019-08-19 08:00:00,233.2,166,148,148,17,59.75,8,19,8
2019-08-19 09:00:00,227.5,168,150,148,17,59.78,8,19,9
2019-08-19 10:00:00,236.6,172,145,128,20,59.78,8,19,10
2019-08-19 11:00:00,239.9,178,144,113,19,59.75,8,19,11
2019-08-19 12:00:00,239.4,180,144,110,13,59.69,8,19,12
2019-08-19 13:00:00,238.9,180,142,107,13,59.63,8,19,13
2019-08-19 14:00:00,208.4,180,140,104,16,59.6,8,19,14
2019-08-19 15:00:00,243.7,180,144,110,16,59.54,8,19,15
2019-08-19 16:00:00,238.5,182,138,95,16,59.54,8,19,16
2019-08-19 17:00:00,234.6,180,136,98,16,59.54,8,19,17
2019-08-19 18:00:00,203.3,176,140,110,16,59.54,8,19,18
2019-08-19 19:00:00,192.1,172,146,132,24,59.6,8,19,19
2019-08-19 20:00:00,187.1,168,148,144,22,59.63,8,19,20
2019-08-19 21:00:00,185.7,168,152,153,18,59.66,8,19,21
2019-08-19 22:00:00,189.7,168,154,158,15,59.66,8,19,22
2019-08-19 23:00:00,190,166,154,163,22,59.66,8,19,23
2019-08-20 00:00:00,177.8,164,154,168,19,59.66,8,20,0
2019-08-20 01:00:00,174.2,164,154,168,20,59.6,8,20,1
2019-08-20 02:00:00,173.3,164,154,168,21,59.6,8,20,2
2019-08-20 03:00:00,177,164,154,168,22,59.6,8,20,3
2019-08-20 04:00:00,179.1,164,154,168,20,59.6,8,20,4
2019-08-20 05:00:00,181.8,163,154,173,22,59.6,8,20,5
2019-08-20 06:00:00,183.2,164,154,168,17,59.6,8,20,6
2019-08-20 07:00:00,222.9,164,154,168,18,59.63,8,20,7
2019-08-20 08:00:00,236.2,166,154,163,20,59.66,8,20,8
2019-08-20 09:00:00,232.6,168,152,153,21,59.69,8,20,9
2019-08-20 10:00:00,234.9,172,152,144,22,59.66,8,20,10
2019-08-20 11:00:00,235.6,176,150,132,27,59.66,8,20,11
2019-08-20 12:00:00,232.9,180,146,118,30,59.6,8,20,12
2019-08-20 13:00:00,231.2,182,146,110,28,59.54,8,20,13
2019-08-20 14:00:00,233,180,142,107,30,59.54,8,20,14
2019-08-20 15:00:00,234,181,140,101,32,59.48,8,20,15
2019-08-20 16:00:00,236.1,181,144,107,33,59.45,8,20,16
2019-08-20 17:00:00,233.5,176,142,113,30,59.48,8,20,17
2019-08-20 18:00:00,229.1,172,146,132,30,59.48,8,20,18
2019-08-20 19:00:00,188,170,148,140,27,59.54,8,20,19
2019-08-20 20:00:00,188.4,168,148,144,27,59.54,8,20,20
2019-08-20 21:00:00,184.4,168,148,144,27,59.57,8,20,21
2019-08-20 22:00:00,186.2,168,150,148,26,59.6,8,20,22
2019-08-20 23:00:00,187.7,164,150,158,23,59.6,8,20,23
2019-08-21 00:00:00,174.9,164,150,158,27,59.6,8,21,0
2019-08-21 01:00:00,169.1,164,150,158,27,59.57,8,21,1
2019-08-21 02:00:00,168.9,164,150,158,22,59.54,8,21,2
2019-08-21 03:00:00,175.2,164,150,158,22,59.54,8,21,3
2019-08-21 04:00:00,177.6,164,150,158,22,59.54,8,21,4
2019-08-21 05:00:00,179.2,164,150,158,18,59.54,8,21,5
2019-08-21 06:00:00,180.3,164,150,158,19,59.6,8,21,6
2019-08-21 07:00:00,214.8,166,150,153,20,59.6,8,21,7
2019-08-21 08:00:00,234.2,168,150,148,17,59.66,8,21,8
2019-08-21 09:00:00,228.7,172,152,144,16,59.66,8,21,9
2019-08-21 10:00:00,229,174,152,140,19,59.66,8,21,10
2019-08-21 11:00:00,231.9,176,150,132,20,59.66,8,21,11
2019-08-21 12:00:00,233.9,174,147,128,27,59.6,8,21,12
2019-08-21 13:00:00,231.2,174,146,128,16,59.57,8,21,13
2019-08-21 14:00:00,233.5,180,146,118,15,59.54,8,21,14
2019-08-21 15:00:00,235.2,180,146,118,19,59.48,8,21,15
2019-08-21 16:00:00,237.4,180,146,118,21,59.48,8,21,16
2019-08-21 17:00:00,236.6,178,150,128,25,59.48,8,21,17
2019-08-21 18:00:00,228.3,174,152,140,27,59.51,8,21,18
2019-08-21 19:00:00,187.7,170,150,144,20,59.54,8,21,19
2019-08-21 20:00:00,187.5,168,154,158,19,59.6,8,21,20
2019-08-21 21:00:00,186.5,168,154,158,14,59.66,8,21,21
2019-08-21 22:00:00,192.4,168,154,158,18,59.66,8,21,22
2019-08-21 23:00:00,193,166,154,163,21,59.66,8,21,23
2019-08-22 00:00:00,178.1,164,154,168,19,59.66,8,22,0
2019-08-22 01:00:00,172.3,164,154,168,20,59.6,8,22,1
2019-08-22 02:00:00,172.5,164,154,168,21,59.6,8,22,2
2019-08-22 03:00:00,178.1,164,154,168,22,59.6,8,22,3
2019-08-22 04:00:00,181.1,164,154,168,20,59.6,8,22,4
2019-08-22 05:00:00,181.8,163,154,173,22,59.6,8,22,5
2019-08-22 06:00:00,181.3,164,154,168,17,59.6,8,22,6
2019-08-22 07:00:00,218.4,164,154,168,18,59.63,8,22,7
2019-08-22 08:00:00,234,166,154,163,20,59.66,8,22,8
2019-08-22 09:00:00,230.7,168,152,153,21,59.69,8,22,9
2019-08-22 10:00:00,235.1,172,152,144,22,59.66,8,22,10
2019-08-22 11:00:00,233.3,176,150,132,27,59.66,8,22,11
2019-08-22 12:00:00,231.3,180,146,118,30,59.6,8,22,12
2019-08-22 13:00:00,231.4,182,146,110,28,59.54,8,22,13
2019-08-22 14:00:00,231.6,180,142,107,30,59.54,8,22,14
2019-08-22 15:00:00,235.3,181,140,101,32,59.48,8,22,15
2019-08-22 16:00:00,234.2,181,144,107,33,59.45,8,22,16
2019-08-22 17:00:00,232.4,176,142,113,30,59.48,8,22,17
2019-08-22 18:00:00,223.8,172,146,132,30,59.48,8,22,18
2019-08-22 19:00:00,191.4,170,148,140,27,59.54,8,22,19
2019-08-22 20:00:00,186.6,168,148,144,27,59.54,8,22,20
2019-08-22 21:00:00,184.1,168,148,144,27,59.57,8,22,21
2019-08-22 22:00:00,190.3,168,150,148,26,59.6,8,22,22
2019-08-22 23:00:00,191.3,164,150,158,23,59.66,8,22,23
2019-08-23 00:00:00,177.2,164,150,158,16,59.66,8,23,0
2019-08-23 01:00:00,171.2,164,154,168,14,59.66,8,23,1
2019-08-23 02:00:00,169.9,164,154,168,19,59.66,8,23,2
2019-08-23 03:00:00,176.2,164,154,168,19,59.6,8,23,3
2019-08-23 04:00:00,178,164,154,168,17,59.66,8,23,4
2019-08-23 05:00:00,180.6,164,154,168,18,59.66,8,23,5
2019-08-23 06:00:00,180.2,164,154,168,18,59.69,8,23,6
2019-08-23 07:00:00,90.3,82,77,84,9,29.86,8,23,7
2019-08-23 08:00:00,235.1,168,150,148,20,59.75,8,23,8
2019-08-23 09:00:00,230.1,170,154,153,26,59.78,8,23,9
2019-08-23 10:00:00,231,172,152,144,22,59.72,8,23,10
2019-08-23 11:00:00,231.9,176,150,132,20,59.72,8,23,11
2019-08-23 12:00:00,232.3,181,148,117,22,59.66,8,23,12
2019-08-23 13:00:00,227.8,183,140,99,28,59.6,8,23,13
2019-08-23 14:00:00,229.2,184,132,84,29,59.54,8,23,14
2019-08-23 15:00:00,231.3,181,144,107,31,59.54,8,23,15
2019-08-23 16:00:00,228.3,180,140,104,34,59.54,8,23,16
2019-08-23 17:00:00,227.3,176,144,116,31,59.51,8,23,17
2019-08-23 18:00:00,222,172,144,124,30,59.57,8,23,18
2019-08-23 19:00:00,188.6,170,145,132,27,59.6,8,23,19
2019-08-23 20:00:00,188.6,168,148,144,20,59.66,8,23,20
2019-08-23 21:00:00,180.7,166,146,144,23,59.69,8,23,21
2019-08-23 22:00:00,185.9,164,148,153,24,59.72,8,23,22
2019-08-23 23:00:00,186.7,164,150,158,22,59.72,8,23,23
2019-08-24 00:00:00,174,164,150,158,17,59.72,8,24,0
2019-08-24 01:00:00,170.2,164,150,158,19,59.66,8,24,1
2019-08-24 02:00:00,169.6,164,150,158,20,59.66,8,24,2
2019-08-24 03:00:00,175,162,150,168,17,59.6,8,24,3
2019-08-24 04:00:00,177.8,162,148,163,19,59.6,8,24,4
2019-08-24 05:00:00,172,162,150,168,18,59.63,8,24,5
2019-08-24 06:00:00,169.1,164,150,158,17,59.66,8,24,6
2019-08-24 07:00:00,192.2,164,150,158,16,59.66,8,24,7
2019-08-24 08:00:00,207.2,168,152,153,19,59.72,8,24,8
2019-08-24 09:00:00,215.3,168,150,148,20,59.72,8,24,9
2019-08-24 10:00:00,214,172,148,136,17,59.72,8,24,10
2019-08-24 11:00:00,216.7,174,146,128,14,59.72,8,24,11
2019-08-24 12:00:00,222.4,176,146,124,15,59.66,8,24,12
2019-08-24 13:00:00,219.1,181,142,104,18,59.6,8,24,13
2019-08-24 14:00:00,217,181,146,114,24,59.54,8,24,14
2019-08-24 15:00:00,197.5,182,138,95,27,59.54,8,24,15
2019-08-24 16:00:00,209,182,136,92,30,59.54,8,24,16
2019-08-24 17:00:00,205.4,178,144,113,31,59.51,8,24,17
2019-08-24 18:00:00,208.2,174,142,117,27,59.54,8,24,18
2019-08-24 19:00:00,193.9,168,146,140,26,59.6,8,24,19
2019-08-24 20:00:00,180.3,168,146,140,26,59.63,8,24,20
2019-08-24 21:00:00,179.5,168,145,136,16,59.66,8,24,21
2019-08-24 22:00:00,185.2,164,146,148,17,59.66,8,24,22
2019-08-24 23:00:00,183.8,164,150,158,17,59.66,8,24,23
2019-08-25 00:00:00,171.1,164,150,158,14,59.66,8,25,0
2019-08-25 01:00:00,164.2,164,150,158,15,59.63,8,25,1
2019-08-25 02:00:00,163.9,164,150,158,16,59.6,8,25,2
2019-08-25 03:00:00,171.1,164,150,158,14,59.6,8,25,3
2019-08-25 04:00:00,174,164,148,153,17,59.6,8,25,4
2019-08-25 05:00:00,168.7,164,148,153,16,59.6,8,25,5
2019-08-25 06:00:00,165.9,164,150,158,15,59.6,8,25,6
2019-08-25 07:00:00,180.3,164,150,158,16,59.66,8,25,7
2019-08-25 08:00:00,189.2,168,150,148,16,59.72,8,25,8
2019-08-25 09:00:00,194.6,170,150,144,14,59.75,8,25,9
2019-08-25 10:00:00,198.5,172,150,140,13,59.75,8,25,10
2019-08-25 11:00:00,198.4,176,150,132,16,59.69,8,25,11
2019-08-25 12:00:00,198.8,178,148,125,18,59.63,8,25,12
2019-08-25 13:00:00,197.2,174,148,132,16,59.6,8,25,13
2019-08-25 14:00:00,193.5,158,150,178,10,59.6,8,25,14
2019-08-25 15:00:00,191.6,162,148,163,5,59.54,8,25,15
2019-08-25 16:00:00,191.4,166,146,144,9,59.51,8,25,16
2019-08-25 17:00:00,185.9,168,146,140,10,59.54,8,25,17
2019-08-25 18:00:00,181.2,168,148,144,5,59.54,8,25,18
2019-08-25 19:00:00,177.9,168,148,144,7,59.6,8,25,19
2019-08-25 20:00:00,186.5,168,152,153,14,59.63,8,25,20
2019-08-25 21:00:00,186.5,166,154,163,16,59.66,8,25,21
2019-08-25 22:00:00,191,164,154,168,12,59.72,8,25,22
2019-08-25 23:00:00,192.8,163,154,173,5,59.72,8,25,23
2019-08-26 00:00:00,173.4,162,154,178,5,59.66,8,26,0
2019-08-26 01:00:00,166.7,162,154,178,3,59.66,8,26,1
2019-08-26 02:00:00,165.5,160,156,189,5,59.63,8,26,2
2019-08-26 03:00:00,171,158,154,188,4,59.6,8,26,3
2019-08-26 04:00:00,172.9,158,154,188,3,59.6,8,26,4
2019-08-26 05:00:00,174.6,158,154,188,4,59.6,8,26,5
2019-08-26 06:00:00,179.6,158,154,188,3,59.63,8,26,6
2019-08-26 07:00:00,228.9,163,154,173,12,59.66,8,26,7
2019-08-26 08:00:00,236.3,164,156,173,16,59.72,8,26,8
2019-08-26 09:00:00,228.7,170,154,153,15,59.72,8,26,9
2019-08-26 10:00:00,231.8,174,154,144,23,59.69,8,26,10
2019-08-26 11:00:00,232.6,176,150,132,21,59.66,8,26,11
2019-08-26 12:00:00,230.7,180,148,121,18,59.6,8,26,12
2019-08-26 13:00:00,233.3,181,148,117,20,59.54,8,26,13
2019-08-26 14:00:00,236.9,181,150,121,20,59.48,8,26,14
2019-08-26 15:00:00,234.4,180,154,132,26,59.45,8,26,15
2019-08-26 16:00:00,231,176,152,136,22,59.42,8,26,16
2019-08-26 17:00:00,223.3,161,144,148,18,59.51,8,26,17
2019-08-26 18:00:00,214.6,154,146,178,8,59.6,8,26,18
2019-08-26 19:00:00,173.3,154,146,178,4,59.6,8,26,19
2019-08-26 20:00:00,173.9,154,146,178,15,59.66,8,26,20
2019-08-26 21:00:00,177.5,156,146,172,10,59.66,8,26,21
2019-08-26 22:00:00,178.4,158,146,166,4,59.69,8,26,22
2019-08-26 23:00:00,179.1,158,146,166,5,59.72,8,26,23
2019-08-27 00:00:00,167.2,158,148,172,4,59.66,8,27,0
2019-08-27 01:00:00,161.7,158,150,178,5,59.6,8,27,1
2019-08-27 02:00:00,161.6,158,152,183,3,59.57,8,27,2
2019-08-27 03:00:00,169.3,158,150,178,2,59.54,8,27,3
2019-08-27 04:00:00,172,158,148,172,4,59.54,8,27,4
2019-08-27 05:00:00,172,158,154,188,6,59.6,8,27,5
2019-08-27 06:00:00,173,158,154,188,5,59.6,8,27,6
2019-08-27 07:00:00,206.2,160,154,183,4,59.66,8,27,7
2019-08-27 08:00:00,209.7,162,154,178,5,59.69,8,27,8
2019-08-27 09:00:00,202.4,163,154,173,8,59.72,8,27,9
2019-08-27 10:00:00,111.2,82,77,84,2,29.86,8,27,10
2019-08-27 11:00:00,154.9,161,150,168,13,59.72,8,27,11
2019-08-27 12:00:00,227.2,162,152,173,14,59.66,8,27,12
2019-08-27 13:00:00,221.6,168,148,145,13,59.57,8,27,13
2019-08-27 14:00:00,216.8,168,148,144,18,59.54,8,27,14
2019-08-27 15:00:00,219.5,166,148,148,17,59.48,8,27,15
2019-08-27 16:00:00,214.7,166,145,140,11,59.48,8,27,16
2019-08-27 17:00:00,206.6,164,150,158,14,59.48,8,27,17
2019-08-27 18:00:00,228.5,162,150,168,13,59.51,8,27,18
2019-08-27 19:00:00,172,162,150,168,7,59.57,8,27,19
2019-08-27 20:00:00,179,162,146,158,4,59.63,8,27,20
2019-08-27 21:00:00,183.8,162,146,158,4,59.63,8,27,21
2019-08-27 22:00:00,185.3,162,146,158,5,59.69,8,27,22
2019-08-27 23:00:00,184.1,162,148,163,10,59.72,8,27,23
2019-08-28 00:00:00,172.7,162,150,168,8,59.72,8,28,0
2019-08-28 01:00:00,167.3,160,150,173,4,59.66,8,28,1
2019-08-28 02:00:00,168,158,150,178,4,59.63,8,28,2
2019-08-28 03:00:00,174,158,150,178,4,59.6,8,28,3
2019-08-28 04:00:00,177.3,160,152,178,5,59.63,8,28,4
2019-08-28 05:00:00,176.4,158,150,178,4,59.66,8,28,5
2019-08-28 06:00:00,173.5,156,150,183,3,59.6,8,28,6
2019-08-28 07:00:00,205.6,158,150,178,4,59.66,8,28,7
2019-08-28 08:00:00,187.2,160,148,168,13,59.72,8,28,8
2019-08-28 09:00:00,199.5,162,144,148,11,59.75,8,28,9
2019-08-28 10:00:00,185.1,162,144,148,6,59.75,8,28,10
2019-08-28 11:00:00,207.5,162,146,158,10,59.78,8,28,11
2019-08-28 12:00:00,213.6,162,148,163,3,59.72,8,28,12
2019-08-28 13:00:00,220.9,162,148,163,4,59.66,8,28,13
2019-08-28 14:00:00,222.1,162,150,168,11,59.6,8,28,14
2019-08-28 15:00:00,222.4,163,146,153,12,59.54,8,28,15
2019-08-28 16:00:00,223.2,163,150,163,11,59.54,8,28,16
2019-08-28 17:00:00,221.4,164,150,158,12,59.57,8,28,17
2019-08-28 18:00:00,192.3,164,150,158,11,59.6,8,28,18
2019-08-28 19:00:00,178.9,164,150,158,16,59.6,8,28,19
2019-08-28 20:00:00,194.7,162,150,168,23,59.66,8,28,20
2019-08-28 21:00:00,188,162,150,168,16,59.66,8,28,21
2019-08-28 22:00:00,190.3,162,150,168,18,59.69,8,28,22
2019-08-28 23:00:00,189.9,162,150,168,16,59.72,8,28,23
2019-08-29 00:00:00,178.2,162,150,168,15,59.72,8,29,0
2019-08-29 01:00:00,174.2,162,150,168,8,59.69,8,29,1
2019-08-29 02:00:00,173.6,162,150,168,9,59.66,8,29,2
2019-08-29 03:00:00,180.5,162,150,168,12,59.6,8,29,3
2019-08-29 04:00:00,177.8,162,154,178,8,59.6,8,29,4
2019-08-29 05:00:00,178.2,162,152,173,8,59.6,8,29,5
2019-08-29 06:00:00,180.3,162,152,173,13,59.6,8,29,6
2019-08-29 07:00:00,211.7,163,154,173,19,59.63,8,29,7
2019-08-29 08:00:00,231.7,166,150,153,19,59.66,8,29,8
2019-08-29 09:00:00,198.8,168,150,148,19,59.69,8,29,9
2019-08-29 10:00:00,227.4,174,150,136,19,59.69,8,29,10
2019-08-29 11:00:00,227.5,176,146,124,23,59.66,8,29,11
2019-08-29 12:00:00,227.1,180,148,121,27,59.6,8,29,12
2019-08-29 13:00:00,228.2,178,148,124,20,59.54,8,29,13
2019-08-29 14:00:00,229.3,180,150,124,25,59.48,8,29,14
2019-08-29 15:00:00,232.5,178,150,128,20,59.42,8,29,15
2019-08-29 16:00:00,232.2,172,154,148,29,59.42,8,29,16
2019-08-29 17:00:00,229.7,172,154,148,28,59.42,8,29,17
2019-08-29 18:00:00,202.3,170,152,148,26,59.48,8,29,18
2019-08-29 19:00:00,193.3,168,154,158,24,59.51,8,29,19
2019-08-29 20:00:00,190,164,152,163,25,59.54,8,29,20
2019-08-29 21:00:00,186.5,166,150,153,22,59.6,8,29,21
2019-08-29 22:00:00,191.9,164,150,158,18,59.6,8,29,22
2019-08-29 23:00:00,193.4,164,152,163,18,59.66,8,29,23
2019-08-30 00:00:00,182.8,164,154,168,16,59.63,8,30,0
2019-08-30 01:00:00,175.1,164,154,168,13,59.6,8,30,1
2019-08-30 02:00:00,174.9,164,154,168,11,59.54,8,30,2
2019-08-30 03:00:00,181.6,164,154,168,19,59.48,8,30,3
2019-08-30 04:00:00,183.5,164,154,168,15,59.51,8,30,4
2019-08-30 05:00:00,184.3,162,154,178,6,59.54,8,30,5
2019-08-30 06:00:00,185.6,164,152,163,13,59.54,8,30,6
2019-08-30 07:00:00,215.1,164,148,153,11,59.63,8,30,7
2019-08-30 08:00:00,224.8,165,152,163,8,59.66,8,30,8
2019-08-30 09:00:00,218.7,168,152,153,24,59.66,8,30,9
2019-08-30 10:00:00,203,170,150,144,31,59.63,8,30,10
2019-08-30 11:00:00,227.2,172,148,136,28,59.6,8,30,11
2019-08-30 12:00:00,226.6,172,143,124,27,59.54,8,30,12
2019-08-30 13:00:00,205.2,176,142,113,30,59.51,8,30,13
2019-08-30 14:00:00,196.9,176,144,116,26,59.42,8,30,14
2019-08-30 15:00:00,204.1,176,142,113,20,59.42,8,30,15
2019-08-30 16:00:00,224.3,174,145,124,15,59.36,8,30,16
2019-08-30 17:00:00,227.8,172,146,132,18,59.36,8,30,17
2019-08-30 18:00:00,189.3,170,144,128,24,59.42,8,30,18
2019-08-30 19:00:00,184.9,168,145,136,25,59.42,8,30,19
2019-08-30 20:00:00,179.5,168,146,140,20,59.51,8,30,20
2019-08-30 21:00:00,176.8,166,146,144,17,59.54,8,30,21
2019-08-30 22:00:00,182.8,164,146,148,16,59.6,8,30,22
2019-08-30 23:00:00,185,164,150,158,18,59.6,8,30,23
2019-08-31 00:00:00,172.7,164,150,158,14,59.54,8,31,0
2019-08-31 01:00:00,168.5,163,150,163,15,59.54,8,31,1
2019-08-31 02:00:00,167.2,162,150,168,16,59.48,8,31,2
2019-08-31 03:00:00,176.3,162,150,168,16,59.48,8,31,3
2019-08-31 04:00:00,178.5,163,150,163,20,59.42,8,31,4
2019-08-31 05:00:00,171.9,164,150,158,18,59.48,8,31,5
2019-08-31 06:00:00,170.7,164,150,158,16,59.48,8,31,6
2019-08-31 07:00:00,188.2,163,150,163,15,59.51,8,31,7
2019-08-31 08:00:00,196.1,164,150,158,16,59.57,8,31,8
2019-08-31 09:00:00,197.7,166,148,149,18,59.6,8,31,9
2019-08-31 10:00:00,191.6,172,145,128,26,59.6,8,31,10
2019-08-31 11:00:00,195.4,178,145,117,27,59.6,8,31,11
2019-08-31 12:00:00,194.7,176,144,116,26,59.54,8,31,12
2019-08-31 13:00:00,185,178,140,107,27,59.51,8,31,13
2019-08-31 14:00:00,195.7,180,138,101,27,59.45,8,31,14
2019-08-31 15:00:00,193.6,180,129,86,27,59.42,8,31,15
2019-08-31 16:00:00,193.2,178,132,95,28,59.42,8,31,16
2019-08-31 17:00:00,190.1,176,134,101,28,59.42,8,31,17
2019-08-31 18:00:00,188.8,172,140,116,27,59.48,8,31,18
2019-08-31 19:00:00,178.2,168,144,132,27,59.48,8,31,19
2019-08-31 20:00:00,172,168,142,128,22,59.51,8,31,20
2019-08-31 21:00:00,171.1,166,144,136,22,59.54,8,31,21
2019-08-31 22:00:00,175.4,164,145,144,20,59.6,8,31,22
2019-08-31 23:00:00,177.7,164,146,148,19,59.6,8,31,23
2019-09-01 00:00:00,167.5,164,145,144,19,59.6,9,1,0
2019-09-01 01:00:00,164,163,144,144,12,59.6,9,1,1
2019-09-01 02:00:00,162.7,163,145,148,11,59.6,9,1,2
2019-09-01 03:00:00,167.8,162,146,158,7,59.57,9,1,3
2019-09-01 04:00:00,168.9,162,146,158,7,59.54,9,1,4
2019-09-01 05:00:00,161.5,162,146,158,4,59.54,9,1,5
2019-09-01 06:00:00,159.5,162,148,163,5,59.57,9,1,6
2019-09-01 07:00:00,174.5,163,150,163,11,59.6,9,1,7
2019-09-01 08:00:00,181.1,168,150,148,18,59.66,9,1,8
2019-09-01 09:00:00,189.3,170,150,144,21,59.66,9,1,9
2019-09-01 10:00:00,195.8,174,150,136,17,59.66,9,1,10
2019-09-01 11:00:00,195.6,178,148,124,15,59.66,9,1,11
2019-09-01 12:00:00,193.8,180,150,124,16,59.6,9,1,12
2019-09-01 13:00:00,194.7,178,146,121,15,59.54,9,1,13
2019-09-01 14:00:00,194.7,180,146,118,11,59.54,9,1,14
2019-09-01 15:00:00,192.4,180,148,121,15,59.48,9,1,15
2019-09-01 16:00:00,192.8,178,145,117,12,59.48,9,1,16
2019-09-01 17:00:00,186.4,176,148,128,15,59.48,9,1,17
2019-09-01 18:00:00,180.6,174,146,128,18,59.51,9,1,18
2019-09-01 19:00:00,176.7,170,152,149,17,59.54,9,1,19
2019-09-01 20:00:00,180.2,168,154,158,20,59.6,9,1,20
2019-09-01 21:00:00,181.5,168,154,158,22,59.6,9,1,21
2019-09-01 22:00:00,187.7,168,150,148,20,59.66,9,1,22
2019-09-01 23:00:00,189.3,164,148,153,17,59.63,9,1,23
2019-09-02 00:00:00,174.2,164,145,144,19,59.6,9,2,0
2019-09-02 01:00:00,169.4,163,144,144,12,59.6,9,2,1
2019-09-02 02:00:00,168,163,145,148,11,59.6,9,2,2
2019-09-02 03:00:00,175.2,162,146,158,7,59.57,9,2,3
2019-09-02 04:00:00,176.9,162,146,158,7,59.54,9,2,4
2019-09-02 05:00:00,177.9,162,146,158,4,59.54,9,2,5
2019-09-02 06:00:00,182.8,162,148,163,5,59.57,9,2,6
2019-09-02 07:00:00,216.5,163,150,163,11,59.6,9,2,7
2019-09-02 08:00:00,237.6,168,150,148,18,59.66,9,2,8
2019-09-02 09:00:00,226.2,170,150,144,21,59.66,9,2,9
2019-09-02 10:00:00,228.6,174,150,136,17,59.66,9,2,10
2019-09-02 11:00:00,232.8,178,148,124,15,59.66,9,2,11
2019-09-02 12:00:00,233,180,150,124,16,59.6,9,2,12
2019-09-02 13:00:00,235,178,146,121,15,59.54,9,2,13
2019-09-02 14:00:00,240.5,180,146,118,11,59.54,9,2,14
2019-09-02 15:00:00,240.8,180,148,121,15,59.48,9,2,15
2019-09-02 16:00:00,240.4,178,145,117,12,59.48,9,2,16
2019-09-02 17:00:00,239.7,176,148,128,15,59.48,9,2,17
2019-09-02 18:00:00,238.2,174,146,128,18,59.51,9,2,18
2019-09-02 19:00:00,198.3,170,152,149,17,59.54,9,2,19
2019-09-02 20:00:00,195.6,168,154,158,20,59.6,9,2,20
2019-09-02 21:00:00,193.6,168,154,158,22,59.6,9,2,21
2019-09-02 22:00:00,198.1,168,150,148,20,59.66,9,2,22
2019-09-02 23:00:00,197.1,164,148,153,17,59.63,9,2,23
2019-09-03 00:00:00,184.9,164,145,144,19,59.6,9,3,0
2019-09-03 01:00:00,178.6,163,144,144,12,59.6,9,3,1
2019-09-03 02:00:00,176.9,163,145,148,11,59.6,9,3,2
2019-09-03 03:00:00,184.9,162,146,158,7,59.57,9,3,3
2019-09-03 04:00:00,187.2,162,146,158,7,59.54,9,3,4
2019-09-03 05:00:00,187.7,162,146,158,4,59.54,9,3,5
2019-09-03 06:00:00,189.3,162,148,163,5,59.57,9,3,6
2019-09-03 07:00:00,204.7,163,150,163,11,59.6,9,3,7
2019-09-03 08:00:00,242.5,168,150,148,18,59.66,9,3,8
2019-09-03 09:00:00,236.2,170,150,144,21,59.66,9,3,9
2019-09-03 10:00:00,240.7,174,150,136,17,59.66,9,3,10
2019-09-03 11:00:00,239,178,148,124,15,59.66,9,3,11
2019-09-03 12:00:00,237.7,180,150,124,16,59.6,9,3,12
2019-09-03 13:00:00,232.9,178,146,121,15,59.54,9,3,13
2019-09-03 14:00:00,230.7,180,146,118,11,59.54,9,3,14
